9999
  70
   33.003334 -117.281944
   33.044998 -117.297775
   33.094723 -117.315834
   33.141670 -117.340279
   33.183891 -117.370003
   33.226391 -117.398888
   33.266109 -117.433052
   33.306667 -117.465271
   33.345276 -117.499718
   33.375000 -117.547501
   33.406670 -117.593056
   33.442780 -117.631943
   33.472500 -117.678886
   33.497223 -117.734444
   33.535831 -117.770561
   33.565277 -117.817780
   33.595554 -117.863884
   33.615276 -117.925827
   33.645557 -117.973610
   33.680836 -118.013611
   33.715557 -118.055557
   33.750000 -118.096390
   33.770000 -118.156944
   33.778610 -118.208611
   33.770554 -118.260002
   33.720833 -118.273338
   33.729721 -118.332222
   33.741669 -118.384445
   33.778610 -118.421112
   33.821110 -118.389442
   33.872498 -118.399162
   33.921391 -118.421661
   33.963612 -118.451385
   34.002499 -118.486382
   34.041943 -118.521393
   34.049999 -118.579163
   34.049442 -118.654999
   34.042221 -118.725555
   34.028610 -118.788330
   34.027500 -118.831665
   34.046112 -118.896942
   34.062222 -118.961388
   34.082500 -119.023338
   34.108608 -119.076111
   34.118332 -119.132225
   34.116386 -119.134163
   34.144726 -119.184448
   34.176945 -119.227226
   34.221390 -119.254723
   34.264446 -119.267502
   34.285831 -119.318329
   34.318054 -119.361946
   34.350277 -119.406387
   34.378056 -119.458054
   34.397503 -119.521118
   34.420555 -119.577225
   34.423336 -119.654724
   34.395557 -119.703606
   34.415279 -119.760834
   34.420834 -119.823891
   34.422222 -119.884163
   34.441669 -119.943054
   34.466667 -119.996666
   34.465000 -120.070557
   34.478611 -120.138329
   34.473610 -120.213051
   34.473335 -120.291946
   34.465279 -120.362778
   34.455833 -120.431938
   34.453613 -120.446945
  64
   34.453613 -120.446945
   34.493610 -120.473053
   34.535000 -120.504166
   34.562222 -120.556389
   34.567223 -120.616386
   34.623608 -120.628334
   34.671669 -120.601944
   34.726112 -120.597221
   34.771389 -120.621391
   34.826664 -120.602501
   34.876110 -120.613052
   34.913055 -120.652222
   34.964169 -120.637497
   35.015835 -120.614441
   35.076111 -120.601662
   35.131111 -120.611946
   35.158890 -120.661949
   35.182503 -120.718056
   35.176666 -120.762222
   35.203056 -120.813889
   35.234165 -120.860558
   35.291389 -120.864998
   35.343887 -120.844444
   35.326389 -120.831665
   35.360832 -120.821388
   35.408611 -120.845833
   35.446114 -120.882782
   35.460556 -120.949165
   35.484444 -121.005554
   35.521111 -121.044167
   35.564445 -121.073334
   35.606941 -121.104446
   35.644169 -121.143333
   35.650280 -121.198891
   35.668613 -121.262779
   35.720280 -121.281395
   35.769722 -121.298607
   35.805000 -121.337784
   35.841667 -121.377777
   35.875553 -121.420273
   35.924725 -121.441948
   35.976944 -121.459999
   36.016109 -121.497215
   36.035000 -121.558891
   36.080833 -121.585838
   36.125275 -121.615555
   36.166946 -121.647774
   36.198055 -121.693336
   36.224167 -121.746941
   36.248055 -121.804169
   36.290554 -121.834999
   36.328609 -121.866943
   36.379444 -121.875000
   36.433891 -121.884720
   36.482224 -121.908615
   36.532776 -121.917778
   36.567497 -121.910278
   36.602776 -121.940559
   36.642780 -121.904449
   36.613052 -121.854996
   36.645836 -121.810562
   36.702499 -121.794441
   36.736946 -121.763611
   36.730556 -121.744995
 138
   36.730556 -121.744995
   36.754444 -121.772507
   36.812500 -121.763885
   36.853333 -121.786110
   36.898891 -121.813614
   36.942780 -121.844727
   36.976391 -121.887222
   36.963612 -121.945557
   36.962502 -122.003609
   36.961113 -122.067780
   36.985832 -122.124725
   37.014168 -122.175278
   37.051666 -122.213882
   37.090832 -122.250557
   37.118332 -122.302223
   37.163334 -122.330833
   37.195557 -122.376671
   37.248890 -122.394722
   37.305000 -122.378891
   37.366386 -122.376671
   37.415001 -122.399162
   37.466389 -122.418327
   37.508057 -122.451660
   37.542221 -122.491386
   37.600830 -122.495552
   37.647781 -122.469719
   37.703888 -122.484161
   37.765278 -122.488327
   37.808056 -122.456383
   37.816666 -122.386940
   37.773335 -122.356110
   37.729446 -122.337502
   37.690277 -122.356384
   37.643612 -122.361664
   37.601387 -122.336113
   37.575832 -122.281395
   37.558887 -122.230553
   37.530834 -122.187225
   37.512779 -122.147774
   37.485279 -122.099167
   37.457222 -122.046387
   37.477779 -122.023895
   37.514721 -122.060562
   37.542221 -122.096115
   37.589722 -122.121117
   37.646389 -122.133057
   37.694725 -122.157227
   37.712223 -122.208885
   37.746944 -122.217224
   37.763611 -122.228889
   37.782776 -122.292778
   37.830833 -122.288330
   37.885559 -122.292496
   37.911667 -122.338890
   37.945835 -122.383331
   37.981667 -122.366112
   38.017498 -122.332497
   38.029167 -122.271393
   38.064167 -122.228889
   38.049999 -122.166389
   38.039722 -122.102776
   38.061390 -122.044998
   38.060276 -121.969444
   38.052776 -121.889999
   38.035278 -121.822220
   38.029167 -121.741943
   38.019165 -121.675827
   38.044724 -121.686111
   38.086666 -121.652504
   38.105553 -121.595558
   38.072220 -121.550560
   38.048889 -121.498055
   38.020279 -121.451111
   38.020279 -121.427498
   38.055000 -121.470558
   38.078331 -121.528336
   38.114166 -121.569717
   38.104443 -121.637779
   38.067497 -121.670830
   38.044445 -121.728058
   38.076942 -121.751114
   38.097778 -121.691391
   38.149723 -121.668884
   38.121387 -121.702774
   38.087219 -121.746384
   38.080833 -121.815277
   38.065277 -121.871948
   38.085278 -121.886108
   38.091110 -121.959442
   38.126110 -121.963333
   38.150833 -122.005280
   38.114998 -122.047218
   38.079998 -122.088890
   38.059444 -122.140556
   38.075832 -122.198608
   38.095276 -122.248055
   38.128330 -122.294998
   38.150558 -122.353889
   38.147503 -122.390831
   38.124165 -122.444443
   38.093887 -122.470001
   38.035000 -122.481667
   38.003613 -122.437225
   37.968334 -122.474442
   37.928059 -122.469719
   37.894447 -122.424438
   37.886948 -122.454445
   37.861664 -122.455276
   37.828331 -122.483604
   37.853886 -122.536942
   37.882221 -122.587502
   37.912224 -122.637222
   37.910557 -122.656670
   37.925003 -122.701660
   37.955280 -122.750557
   38.000000 -122.779167
   38.022499 -122.822220
   38.046665 -122.879448
   38.081112 -122.912498
   38.043888 -122.914726
   38.006943 -122.949722
   38.011112 -122.992493
   38.053333 -122.958885
   38.108887 -122.943336
   38.162502 -122.926941
   38.213612 -122.948334
   38.227222 -122.948059
   38.191944 -122.905838
   38.150002 -122.872223
   38.107777 -122.840004
   38.093056 -122.806114
   38.135002 -122.838333
   38.174446 -122.875832
   38.219166 -122.906113
   38.255280 -122.945557
   38.300556 -122.974167
   38.331944 -123.022507
   38.306942 -123.034721
  87
   38.307499 -123.033890
   38.355278 -123.040558
   38.400002 -123.070000
   38.448055 -123.096115
   38.479446 -123.143051
   38.505833 -123.197777
   38.531944 -123.251945
   38.564445 -123.298889
   38.603054 -123.335838
